movie_id,title,tmdb_id,poster_path,overview,vote_average
1437,House Party 3 (1994),16097,/jLUgvHO3vVLkzKs3OcYksGPbLnA.jpg,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",5.1
1438,Panther (1995),41478,/gxGOkt6WBhSIdZiQqyVEccRURVv.jpg,"In this sprawling, fictionalized history of the Black Panthers, 1960s Oakland becomes a war zone as the Panthers battle for the right to exist.",6.2
1439,Jason's Lyric (1994),22067,/y3ZZJFdTYd4SezXv1gjRv19Jy32.jpg,The story of a young man who must confront his own fears about love as well as his relationships with family and friends.,6.745
1440,Above the Rim (1994),19092,/q7CCx8aj8uME1fBa4KzTMdeWxXu.jpg,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",6.971
1441,Moonlight and Valentino (1995),68274,/rKJ1DwaH8pM3qDNxKFxvsQEg6wE.jpg,A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.,5.5
1442,"Scarlet Letter, The (1995)",56485,/kKX61echirKRwARuxp6HcAeTMq9.jpg,A cop's desire for love gets in the way of his job and his professional life. Secret love affairs begin to dangerously collide as he gets assigned to a new homicide case.,6.356
1443,8 Seconds (1994),348750,/vBihBbfxwozeD1sEz7O5aBFmmA1.jpg,"Esra leads two parallel lives. In her daily life the vivacious and spirited Esra adores her family but feels caged in her relationships. In her dream life, she yearns to discover the identity of the man who visits her dreams. While in waking life she struggles in vain, in her dream life she evolves in secret. But what if waking and dreaming were never separate and the real secret is shored by all?",6.1
1444,That Darn Cat! (1965),20723,/by92HEWg2d4WrkgbUIPEA0ufsHI.jpg,"A young woman suspects foul play when her cat comes home wearing a wristwatch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",6.6
1445,Ladybird Ladybird (1994),49980,/91KSK1xKdVEIDASKRo9ahBFCtM2.jpg,"Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her.",7.203
1446,"Bye Bye, Love (1995)",524743,/h9Kf0YfJdolWdT120k9jGLbSsG9.jpg,"The monologue of a grown-up woman, whose husband is leaving her for his young mistress.  The viewer does not know until the final frames whether the heroine is actually speaking with her husband or simply rehearsing a future conversation, in which she thanks her husband for the time together, assures him that his decision is the right one, confirms his honest choice of heart, and remembers the touching moments of their past, releasing her husband and promising to cope with loneliness. And only the unexpected finale uncovers for the viewer the woman's true desire in this moment.",10.0
1447,Century (1993),261246,/ntFKHMOKwJ42TCxOc3MVgTX4BXb.jpg,Turn-of-the-century love story centered around a young doctor and the emergence of modern science.,4.9
1448,My Favorite Season (1993),471843,/zyiHPP39RA1Oh6EZSzIW2f0biAC.jpg,"Bi Bao-Liang is a 29 year-old man who believes that he will have bad luck if he touches a woman before he turns thirty. Liu Xiang-mei is a beautiful woman who had a love affair with her married boss, and now she is pregnant. In order to give her child a family name, she decides to find a man to have a one-year marriage contract. Bi Bao-Liang is the perfect man she is looking for because he is afraid of women. However, their marriage does not follow what they've planned...",0.0
1449,Pather Panchali (1955),5801,/frZj5djlU9hFEjMcL21RJZVuG5O.jpg,"Impoverished priest Harihar Ray leaves his rural Bengal village in search of work. His wife, Sarbojaya, looks after their rebellious daughter, Durga, and young son, Apu. The children enjoy the small pleasures of their difficult life.",7.846
1450,Golden Earrings (1947),121357,/3ZMKfwdgqV1AfqmOK5Qykgr96n2.jpg,A British colonel escapes from the Gestapo to the Black Forest and poses as a Gypsy's mate.,5.85
1451,Foreign Correspondent (1940),25670,/n0WX6eIdIliKB66MI2MWZ3wHsoJ.jpg,"American crime reporter John Jones is reassigned to Europe as a foreign correspondent to cover the imminent war. When he walks into the middle of an assassination and stumbles on a spy ring, he seeks help from a beautiful politician’s daughter and an urbane English journalist to uncover the truth.",7.0
1452,Lady of Burlesque (1943),50001,/bng9HQoCP4i62cKHK0E1EoqZu0X.jpg,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",5.25
1453,Angel on My Shoulder (1946),402588,/vq2ccP2bA1wpGb0Uw4eK93SqAhk.jpg,"A small-time Chicago hood, now deceased, gets a second chance at life by striking a bargain with the Devil to inhabit and attempt to corrupt a totally honest politician.",6.0
1454,Angel and the Badman (1947),22356,/tbnte13MT1mke828R0rKmNZ41G6.jpg,"Notorious shootist and womanizer Quirt Evans' horse collapses as he passes a Quaker family's home. Quirt has been wounded, and the kindly family takes him in to nurse him back to health against the advice of others. The handsome Evans quickly attracts the affections of their beautiful daughter, Penelope. He develops an affection for the family and their faith, but his troubled past follows him.",6.4
1455,"Outlaw, The (1943)",17171,,"Explores the true story of the notorious Jesse James, how the myth developed during his lifetime, and how the legends have persisted over 100 years after his death at the hands of his former friend, Robert Ford.",6.7
1456,Beat the Devil (1954),51939,/QkWtQ5Vle4w8MzgpsLtwDpw28q.jpg,"The Driver drag-races the Devil, in order to earn James Brown his soul.",6.977
1457,Love Is All There Is (1996),55058,/tXaewq2LMjTJmZLTuKEM6LJhBo2.jpg,"The Malacicis, a hard-working Italian family recently immigrated from Florence, open a fancy restaurant in the Bronx, N.Y., drawing the ire of another clan. Mike and Sadie Capomezzo, equally hard-working Sicilian caterers from the area, find they cannot stand Piero  and Maria Malacici. But things get complicated when the Malacicis' daughter, Gina, and the Capomezzos' son, Rosario, fall in love.",5.0
1458,"Damsel in Distress, A (1937)",66473,/uqRcVA1JCbpPngcXu68Gzm8qR7I.jpg,"Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on 'Mr. X'. After Alyce goes to London to meet a beau she is restricted to the castle to curb her scandalous behavior. Albert then summons Jerry to Alyce's aid in order to 'protect his investment'.",6.514
1459,Madame Butterfly (1995),21202,/vERLfSHGYzfuPnDdfn8Z2DUrEfz.jpg,"Cio-Cio-San, a young Japanese geisha, seeks to fulfill her dreams through marriage to an American naval officer. Her faith in their future is shattered by his empty vows and the loss she endures touches something deep within us all.",6.4
1460,Sleepover (1995),9893,/p9CyHjVFCQfjhLfn9Xo0WPpYHQr.jpg,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",6.062
1461,Here Comes Cookie (1935),218713,/fGGlPErXw4PQsGiw1mZJhoqHKqd.jpg,"A scatterbrained heiress opens her home to a succession of unemployed actors and vaudeville performers, then decides to produce her own show, much to the consternation of her father, her sister and her sister's boyfriend, who is actually after the young girl's money.",7.3
1462,"Thieves (Voleurs, Les) (1996)",186416,/5le6Vv7C3STrT58y2d18pSBNPKz.jpg,"Martin and Sally Cramer grew up on the hardscrabble Lower East Side, where Sally still teaches; meanwhile, Martin's the head of a fancy private school. Romantic dalliances with others convince them that they're meant to be together despite their differences, a decision that's cemented, oddly enough, by an over-the-top argument that draws the police.",3.0
1463,"Boys, Les (1997)",42841,/o36DMQwV9rYkAXMpPVbTDxniD6u.jpg,"Our Boys are back a year after their last adventures. This time around, the players of Quebec's most popular garage league travel to Chamonix, France, to take part in an international amateur hockey tournament.",6.1
1464,"Stars Fell on Henrietta, The (1995)",139408,/dQYD0WNRNZ5OBQ8iWRySIH8TEVd.jpg,"The setting is early America during the oil boom. An elderly, down on his luck 'oil man', Mr. Cox finds himself in the town of Henrietta. Using unconventional methods, he convinces himself and local Don Day that there is oil on Day's land. The financially strapped Day puts everything into finding oil...but at what cost?",6.1
1465,Last Summer in the Hamptons (1995),188588,/g3m93gROYRRgu7lyQPzrka612uK.jpg,"Helena Mora, the head of an eccentric theatrical family, has decided to sell her large estate in the Hamptons because of her recent money troubles. Before she completes the sale, she wants to have one last gathering of family and friends, with dramatic performances. Bringing everyone together, though, creates rivalries and tension, especially for Oona, a temperamental but successful movie actress who seeks the approval of her creative peers.",5.5
1466,Margaret's Museum (1995),71754,/ulhih7Th6S9zuhR5kOiVdCm8Il4.jpg,"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single in her small Cape Breton island town. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever.",6.346
1467,"Saint of Fort Washington, The (1993)",56583,/e8ie1x22wFEo63LQBbpBDqIH4oY.jpg,"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",6.6
1468,"Cure, The (1995)",170053,,"THE CURE  ""SHOCKWAVES NME AWARDS BIG GIG""  26th February 2009 - The O2 Arena - London, England  underneath the stars  from the edge of the deep green sea  the perfect boy  the end of the world  sleep when i'm dead  a forest  three imaginary boys  shake dog shake  maybe someday  the only one  in between days  just like heaven  primary  want  the hungry ghost  disintegration  one hundred years  it's over  -  boys don't cry  jumping someone else's train  grinding halt  10.15 saturday night  killing an arab",4.8
1469,Tom and Huck (1995),45325,/bMY31ikEOIPOHqQwhPhII8UVBln.jpg,"A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence.",5.243
1470,Gumby: The Movie (1995),43475,/A4wc8SrcaKyfNKXA0g5Aydpk4Id.jpg,"Amidst putting together a benefit concert for the local farmers and on the brink of a huge deal with mogul Lucky Claybert, Gumby and his band The Clayboys must battle with the villainous Blockheads, who have kidnapped their loyal canine Lowbelly.",5.5
1471,Hideaway (1995),292350,/iasZRJftgVi7DLHPSbuGZ5yNz7b.jpg,A poor family receives unwanted houseguests when they're visited by gangsters looking for a place to hide out.,4.0
1472,"Visitors, The (Visiteurs, Les) (1993)",11687,/iBsuPhz0pwWgtOhe4ysqFjwNk3t.jpg,"After a wizard's spell goes awry, 12th-century Gallic knight Godefroy de Papincourt, Count of Montmirail finds himself transported to 1993, along with his dimwitted servant, Jacquouille la Fripouille. Startled and perplexed by modern technology, the duo run amok, destroying cars and causing chaos until they meet Beatrice de Montmirail, an aristocratic descendant of the nobleman, who may be able to help them get back to 1123.",7.129
1473,"Little Princess, The (1939)",211660,/q1KNTbDh1tH1nEtWbxV4uMONCAe.jpg,"The film is set in 1890s London. Sarah lived happily in India with her father, but when he was drafted into military service he placed Sarah in a boarding school in London. Sarah was lonely, but she made some good friends at school. Suddenly her father was announced dead in a mine accident and Sarah became an orphan. Now she goes on a long and dangerous journey to find her father, who loved her and called her a ""little princess"".",1.0
1474,Nina Takes a Lover (1994),131957,/ouiE82bOuBl4IeEnY2gJe8teQFT.jpg,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",5.393
1475,Bhaji on the Beach (1993),14587,/jq27h7iCkqwBP3Dd9DQnWdgfGGV.jpg,A group of South Asian women try but cannot escape their problems on a day trip to a British beach resort.,5.2
1476,Raw Deal (1948),2099,/1Y2GgDyNJFELoSIVlRhFQSs23Uo.jpg,"Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang.",5.827
1477,Nightwatch (1997),2212,/2ueCI9QX9AGa4SzJgrvK1fONCa5.jpg,A law student takes a job as a night watchman at a morgue and begins to discover clues that implicate him as the suspect in a series of murders.,6.04
1478,Dead Presidents (1995),1235823,/j52Ov2mUjGcT5dyNlwRfhjg5sqS.jpg,"With no plan and packing iron, stoner brothers Mark and Chris rob a bank to fund their pilgrimage to the land of beers, boobs, and bud.",0.0
1479,Reckless (1995),38702,/AmPWfm3oN8LkRoe9zWBQALkSbu5.jpg,"Teenager Johnny Rourke is reckless. Born on the wrong side of the tracks, he breaks the law and girls' hearts with equal cool. Cheerleader Tracey Prescott is reckless too. She dumps her conventional life and boring boyfriend to follow Johnny wherever his dangerous path leads.",5.621
1480,Herbie Rides Again (1974),10869,/1k14PPykkUQfhjn3xXDrc55lfHl.jpg,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,6.1
1481,S.F.W. (1994),29444,/3bq91jWCReRrqlPn81alSoxeXoP.jpg,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,5.977
1482,"Gate of Heavenly Peace, The (1995)",52059,/a097YNBiTFR9eryZPylZ2INwExz.jpg,"The Gate of Heavenly Peace is a feature-length documentary about the 1989 protest movement, reflecting the drama, tension, humor, absurdity, heroism, and many tragedies of the six weeks from April to June in 1989. The film reveals how the hard-liners within the government marginalized moderates among the protesters (including students, workers and intellectuals), while the actions of radical protesters undermined moderates in the government. Moderate voices were gradually cowed and then silenced by extremism and emotionalism on both sides.",7.9
1483,"Man in the Iron Mask, The (1998)",1399293,/6VXTqgxAX6261a1wwWpDvoO93Bb.jpg,"Snow Troupe's performance based on Alexandre Dumas' ""The Man in the Iron Mask"".",0.0
1484,"Jerky Boys, The (1994)",18713,/yUbdqyZaeaoNKBQmnmtim1IIAf1.jpg,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",4.152
1485,"Colonel Chabert, Le (1994)",41580,/Usaduh828gtYe6jw9DosnPJ7I9.jpg,"When Colonel Chabert returns from the war, he discovers that he has lost everything.",6.449
1486,Girl in the Cadillac (1995),278939,/k9bCfnN4tfDJoGCmT8KVuvIjZWM.jpg,"A runaway teenage girl and a drifter rob a bank, hit the road to elude the Texas Rangers and find love on the run.",4.222
1487,Even Cowgirls Get the Blues (1993),34444,/20x8nm0nPXkYv04COAHFA2AHyAl.jpg,A girl born with enormous thumbs in the repressive era of the 1950s learns to turn her quirks into assets.,4.383
1488,Germinal (1993),84721,/yCRCdx87BjeThjrvji5TzWQtkHY.jpg,"Dismissed from the railroads in 1863 for his union activities, Etienne Lantier found a job at the Voreux coal mine. But work was hard, wages were low and safety left much to be desired. Lantier tried to organize the miners into a union. When mine manager Hennebeau refused to negotiate, the workers launched a general strike, which ended with the intervention of the troops.",7.4
1489,Chasers (1994),24405,/mEG6fTyTjsA1vzTTqCXsiJzjdQ5.jpg,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",5.398
1490,Fausto (1993),349394,/hx95nBuHwprvE6f3N0Ho26s4Rtg.jpg,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier.",4.45
1491,Tough and Deadly (1995),80350,/ozqhRWXkNavtxWVk04bOQPgf5CZ.jpg,A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.,5.5
1492,Window to Paris (1994),41043,/pV9ziTxVGDFRgVqiWkxJnKjzaxM.jpg,"Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Victor Mikhalkov). The room's previous inhabitant, an old lady, has died a year ago, and yet her cat, Maxi, is still in the locked room, healthy and fat. Soon, Nikolai and his neighbours discover the mystery: there is a window to Paris in the room. That's when the comedy begins - will the Russians be able to cope with the temptation to profit from the discovery?",6.241
1493,"Modern Affair, A (1995)",123505,/puo4NoxBET3adp3iB6j7HmMjD5J.jpg,"A Modern Affair is an independent feature directed by Vern Oakley and produced by Tribe Pictures. Starring Stanley Tucci and Lisa Eichhorn, the film's plot reverses the conventions of romantic comedies: instead of man meet woman - fall in love, marry and have baby, in this film the woman gets pregnant, then meets the father, then falls in love. Grace Rhodes (Lisa Eichhorn) is a lonely, successful executive whose biological clock is loudly ticking.",5.0
1494,"Mostro, Il (1994)",22826,/6h6ahipPd84QcyFbnsEikLt7w3Z.jpg,"A vicious serial sex killer is on the loose, and landscape gardener and shop-window outfitter Loris is the prime suspect, thanks to his unfortunate habit of getting caught in compromising situations (for which there is always a totally innocent explanation that the police fail to spot). Undercover policewoman Jessica is assigned by eccentric police psychologist Taccone to follow Loris.",6.954
1495,Flirt (1995),46986,/6DGq5lReLwfrfaeidNeHpYtAZ9Q.jpg,"The same situation is played out in different cities (New York, Berlin and Tokyo). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?",6.056
1496,Carpool (1996),23945,/rYoZR4EtrfziT5WXhZzcNbH5GuE.jpg,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner.",5.203
1497,"Line King: Al Hirschfeld, The (1996)",124829,/msLmn8QJLKpG8GHwbSbvX6iYmoB.jpg,"The childhood, adolescence, and incredible adult years of Al Hirschfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years. He is still drawing in his nineties. His interesting domestic life, political, and cultural views are highlights. In addition, he talks about himself a bit - seriously and lightly.(At one point he he claims that his only form of exercise has been to live in his Manhattan townhouse: stairs). He drives his car around Manhattan - an adventure in itself. Brief interviews with, and reminiscences of many friends and associates.",7.0
1498,Farmer & Chase (1995),559489,/gl85S05RywH5HlnKrOrYMPZSTol.jpg,A career thief forms a partnership with his reluctant son.,0.0
1499,Grosse Fatigue (1994),64567,/tD8zVuSpIfUSjmEZ0UXBeOU9Va8.jpg,"Stressed and overworked, famous French movie star Michel Blanc is beginning to wear down, physically and mentally, from the pressure and demands of fame. Already in a fragile state of mind, strange events start to transpire all around him, and he gradually loses his grip. Taking the advice of a psychiatrist, Blanc retreats to the countryside with his friend Carole Bouquet, but Blanc still has not managed to escape all of his problems.",5.97
1500,Santa with Muscles (1996),31388,/ldxrT4FkyJWENpqy0ZucCu1HgAj.jpg,"Penurious but muscle-bound Blake Thorne has made a vast fortune marketing health food and health supplements. He once was a nice fellow, but as his wealth increases, he becomes increasingly self-centered and decadent. One day, he gets in a great paint-gun fight that goes too far. Blake escapes the cops by running into a shopping mall, quickly donning a Santa Suit and pretending to be St. Nick. A head injury causes Blake to suffer amnesia, and an opportunistic ""elf"" decides to convince Blake that he is indeed Santa. This leads ""Santa"" to help save an orphanage, filled with adorable moppets, from the machinations of a greedy, insane doctor.",3.54
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),55936,/82WdNsibYEwZI3u3XB0ndfKKKLe.jpg,"Two Russian soldiers, one battle-seasoned and the other barely into his boots and uniform, are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his captured son.",6.746
1502,Naked in New York (1994),11800,/gAufFGm2Qly8TYrhy4me9X35B7m.jpg,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne,  and to whom you can turn to for help while facing life. From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",4.381
1503,Gold Diggers: The Secret of Bear Mountain (1995),35645,/6USWKkOjS40KY19Q0gPEelEiDhc.jpg,"Two teen girls, one from the city, one from the country, try to find the hidden gold of Bear Mountain learning about friendship, loyalty and courage on the way.",6.2
1504,"Bewegte Mann, Der (1994)",159,/2TcZBHcseRXLxNq2RXnKIsbKZwi.jpg,The heterosexual man Axel is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.,6.2
1505,Killer: A Journal of Murder (1995),59569,/bGhq64TzH7i1jSmK0tYHbDmgzVQ.jpg,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks.",5.781
1506,Nelly & Monsieur Arnaud (1995),12652,/87kKTPi9r7YIVrlo9Z42NwTXBVi.jpg,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",6.9
1507,Three Lives and Only One Death (1996),55049,/v5zPLrTdFWox2AO7aTytgVhmdoU.jpg,"Four intertwining stories of bizarre occurrences in Paris featuring a man who was stolen away by fairies, a professor who becomes a tramp, the lovers who inherit a chateau – and the last tale that connects all that has gone before.",6.384
1508,"Babysitter, The (1995)",784876,/xH6aMqha9vy9g7fMixf2blUL9gy.jpg,"Elaine, an injured dancer, catches the eye of a deranged psychologist who believes her to be the perfect woman. Realizing he is manipulating her mind and using her injury against her; Elaine must escape with the children before she becomes another casualty in his psychotic study.",4.8
1509,Getting Even with Dad (1994),41579,/txsmdQqbgSz5Zu3rgd9fglMqKA4.jpg,"Con man Ray is going after one last heist – a stash of rare coins – when his estranged son Timmy unexpectedly shows up. Ray is too preoccupied with his robbery to spend time with his son, so Timmy blackmails him into acting like a father, hiding the coins and promises to return them only after Ray takes him to amusement parks and baseball games.",5.301
1510,Mad Dog Time (1996),66034,/9VEmCk5wrVsW6841P28LzUh8AkU.jpg,"With his boss in the madhouse, a mobster is temporary boss of the criminal empire just as vicious rivals threaten the control of the empire.",5.229
1511,Children of the Revolution (1996),9977,/jfL0X3Ym9R9QDkUQZufwzVq12F0.jpg,"A man (Richard Roxburgh) the Australian government blames for 1990s political woes blames his mother (Judy Davis), a communist Stalin seduced in 1951.",5.5
1512,"World of Apu, The (Apur Sansar) (1959)",896,/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg,"Apu, now a jobless ex-student dreaming vaguely of a future as a writer, is invited to join an old college friend on a trip up-country to a village wedding.",8.115
1513,Sprung (1997),60082,/quoo72l1VzxHDsE5yPw4RhHp4y7.jpg,"Two pairs of best friends - Montel &amp; Clyde and Brandy &amp; Adina meet at the party, where Clyde makes Adina think he is very rich and gets her into bed the same evening. When Adina finds out that she's been fooled, she becomes Clyde's worst enemy. Meanwhile Montel and Brandy fall in love and plan to marry, and Adina and Clyde try to do everything to stop them.",5.263
1514,Dream With the Fishes (1997),47686,/wEYVS0WSCC7ZtT9D1ZnpGA3RvDK.jpg,"Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.",6.804
1515,Wings of Courage (1995),78802,/zoxqNb6v55C35DDqNn03Grzhzgr.jpg,"In 1930 South America, a small group of French pilots struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight, he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst.",6.5
1516,"Wedding Gift, The (1994)",541307,/3oIjSyGcqPbJSt6q2PAgFfMMnVV.jpg,"The newlyweds are given the keys to an apartment, the owner of which has gone to Africa for 2 years. But soon it turns out that the owner of the apartment is a very popular and well-liked man, and this apartment is a favorite meeting place for his friends....",5.0
1517,Race the Sun (1996),55731,/jQA7TXgmEi35Zab6fHQ8VZ7Zhfn.jpg,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",5.1
1518,Losing Isaiah (1995),28313,/oHALKuPewtqIn2BcluZsGvcEG1P.jpg,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",6.5
1519,New Jersey Drive (1995),39310,/lXJWJT6lfAg2NEqEueJcI4ESWSG.jpg,"Jason and Midget are two young, black teenagers living in Newark, New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.",6.244
1520,"Fear, The (1995)",938804,/hiBRNl2AnfbY8llQQP8KIB9kLJ0.jpg,"A intimate reflection at the making of and cultural phenomenon of one of the most popular and profitable horror films ever made, The Exorcist (1973).",0.0
1521,Mr. Wonderful (1993),1511753,/susQc6W3AAi9wwIjdDLlY2yJsJ0.jpg,"Three generations of men—a millennial on the run from a drug dealer; his father, a jaded professor trying to keep his job; and the family patriarch fighting senility—all struggle to find meaning in life.",0.0
1522,Trial by Jury (1994),41590,/uYVGv35bMH7MybbfvWHEC9xQDMY.jpg,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",5.306
1523,"Good Man in Africa, A (1994)",41006,/4BBZLZVEANsnCVqIF9fgf0bshQD.jpg,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",4.857
1524,Kaspar Hauser (1993),124091,/186Rl8qNhOHXWN6cMYs1sHFDUwi.jpg,"Arriving on a deserted beach in the Mediterranean sea, in a time and a place unspecified, Kaspar Hauser is forced to confront the evil of a Grand Duchess who feels threatened by the power she exercises over the community.",5.7
1525,"Object of My Affection, The (1998)",17127,/2mA6QEdzhsftNIFV11SGsQLJvJR.jpg,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",5.8
1526,Witness (1985),9281,/kOymD1rChAMykmDVEzJpIh4OYS7.jpg,"While protecting an Amish boy – the sole witness to a brutal murder – and his mother, a detective is forced to seek refuge within their community when his own life comes under threat.",7.1
1527,Senseless (1998),12538,/rqy7OFHWy1NMjmgjyI8XYcl0VU5.jpg,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,6.192
1528,Nowhere (1997),1151534,/8uvCXfpaU1VveV5w9h05OxN0zdN.jpg,"A young pregnant woman named Mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. After a violent storm, Mia gives birth to the child while lost at sea, where she must fight to survive.",7.336
